,subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,has_lift,is_exterior,has_terrace,has_parking,full_title
15094,Castilla,103.0,4,2.0,2,385000,1.0,0.0,1.0,0,"calle Núñez Morgado, Castilla, Madrid"
15095,Ciudad Jardín,127.0,2,2.0,0,279000,1.0,1.0,0.0,0,"mantuano, 19, Ciudad Jardín, Madrid"
15096,Chamartín,66.0,1,1.0,2,215000,0.0,1.0,0.0,0,"Ciudad Jardín, Chamartín, Madrid"
15097,Prosperidad,88.0,2,1.0,7,465000,1.0,1.0,0.0,1,"calle del Padre Claret, Prosperidad, Madrid"
15098,Chamartín,305.0,3,3.0,0,2500000,1.0,1.0,1.0,1,"Dúplex en venta en Nueva España, Chamartín, Madrid"
15099,Chamartín,345.0,4,4.0,2,1800000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15100,El Viso,400.0,4,4.0,4,2950000,1.0,1.0,1.0,0,"CASTELLO, El Viso, Madrid"
15101,El Viso,219.0,5,4.0,4,1050000,1.0,1.0,1.0,0,"calle del Príncipe de Vergara, El Viso, Madrid"
15102,Prosperidad,76.0,2,2.0,5,350000,1.0,1.0,1.0,0,"calle Constancia, Prosperidad, Madrid"
15103,Bernabéu-Hispanoamérica,187.0,3,2.0,1,900000,1.0,1.0,0.0,1,"paseo de la Habana, Bernabéu-Hispanoamérica, Madrid"
15104,Ciudad Jardín,127.0,3,2.0,0,279000,1.0,1.0,0.0,0,"calle Mantuano, Ciudad Jardín, Madrid"
15105,Ciudad Jardín,81.0,2,1.0,3,337000,1.0,1.0,0.0,0,"calle Sánchez Pacheco, Ciudad Jardín, Madrid"
15106,Bernabéu-Hispanoamérica,151.0,3,3.0,1,875000,1.0,1.0,1.0,0,"paseo de la Habana, Bernabéu-Hispanoamérica, Madrid"
15107,Castilla,71.0,1,1.0,1,430000,1.0,1.0,0.0,1,"calle de Cardenal Marcelo Spínola, Castilla, Madrid"
15108,Chamartín,70.0,2,1.0,1,289000,0.0,1.0,1.0,0,"Prosperidad, Chamartín, Madrid"
15109,Prosperidad,131.0,3,2.0,5,460000,1.0,1.0,0.0,0,"avenida de América, Prosperidad, Madrid"
15110,Chamartín,238.0,3,3.0,5,825000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15111,Nueva España,580.0,5,3.0,3,3000000,1.0,1.0,1.0,1,"Ático en venta en calle Menéndez Pidal, Nueva España, Madrid"
15112,Prosperidad,94.0,2,2.0,2,390000,1.0,1.0,1.0,0,"calle Alustante, Prosperidad, Madrid"
15113,Nueva España,111.0,2,2.0,2,625000,1.0,1.0,1.0,0,"costa rica, 11, Nueva España, Madrid"
15114,Bernabéu-Hispanoamérica,50.0,1,1.0,1,282500,1.0,0.0,0.0,0,"calle Profesor Waksman, Bernabéu-Hispanoamérica, Madrid"
15115,Bernabéu-Hispanoamérica,89.0,4,2.0,3,355000,1.0,0.0,0.0,0,"calle de Colombia, 9, Bernabéu-Hispanoamérica, Madrid"
15116,Prosperidad,68.0,2,1.0,5,270000,1.0,0.0,1.0,0,"calle de Canillas, Prosperidad, Madrid"
15117,Bernabéu-Hispanoamérica,89.0,4,2.0,3,355000,1.0,0.0,0.0,0,"calle de Colombia, 9, Bernabéu-Hispanoamérica, Madrid"
15118,El Viso,139.0,4,3.0,4,791000,1.0,1.0,0.0,1,"calle del Príncipe de Vergara, El Viso, Madrid"
15119,Ciudad Jardín,47.0,1,1.0,0,239000,0.0,1.0,1.0,0,"calle Mantuano, 25, Ciudad Jardín, Madrid"
15120,Bernabéu-Hispanoamérica,87.0,3,1.0,7,390000,1.0,0.0,0.0,0,"plaza de la R. Dominicana, Bernabéu-Hispanoamérica, Madrid"
15121,Castilla,80.0,1,1.0,7,430000,1.0,1.0,0.0,0,"avenida Pio XII, Castilla, Madrid"
15122,Prosperidad,85.0,3,2.0,7,620000,1.0,1.0,0.0,1,"calle de López de Hoyos, 66, Prosperidad, Madrid"
15123,Prosperidad,100.0,3,2.0,7,525000,1.0,1.0,0.0,0,"avenida de América, 17, Prosperidad, Madrid"
15124,Castilla,137.0,3,2.0,3,599000,1.0,1.0,0.0,1,"calle de la Hiedra, 30, Castilla, Madrid"
15125,Prosperidad,120.0,3,2.0,6,580000,1.0,1.0,0.0,0,"avenida de América, 29, Prosperidad, Madrid"
15126,Prosperidad,72.0,1,1.0,2,525000,1.0,1.0,1.0,1,"calle del Príncipe de Vergara, Prosperidad, Madrid"
15127,Nueva España,210.0,5,2.0,0,850000,1.0,1.0,1.0,0,"calle Prieto Ureña, 5, Nueva España, Madrid"
15128,Prosperidad,70.0,2,1.0,5,475000,1.0,1.0,1.0,0,"CORAZON DE MARIA, Prosperidad, Madrid"
15129,Prosperidad,120.0,3,2.0,9,535000,1.0,1.0,1.0,0,"Ático en venta en calle clara del rey, 39, Prosperidad, Madrid"
15130,Chamartín,46.0,1,1.0,5,279000,1.0,1.0,0.0,0,"Prosperidad, Chamartín, Madrid"
15131,Chamartín,425.0,6,4.0,7,2350000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15132,Chamartín,81.0,1,1.0,6,329000,1.0,1.0,1.0,0,"Castilla, Chamartín, Madrid"
15133,Nueva España,90.0,3,1.0,5,400000,1.0,1.0,0.0,0,"calle de Costa Rica, Nueva España, Madrid"
15134,Chamartín,287.0,4,4.0,7,1490000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15135,Chamartín,371.0,5,4.0,5,4500000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15136,Chamartín,130.0,2,2.0,4,490000,1.0,1.0,1.0,0,"Prosperidad, Chamartín, Madrid"
15138,Bernabéu-Hispanoamérica,56.0,1,1.0,0,160000,1.0,0.0,0.0,0,"calle del Príncipe de Vergara, Bernabéu-Hispanoamérica, Madrid"
15139,Chamartín,80.0,1,1.0,3,545000,1.0,1.0,1.0,0,"Nueva España, Chamartín, Madrid"
15142,Chamartín,78.0,1,1.0,7,650000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15144,Chamartín,240.0,3,3.0,4,1695000,1.0,1.0,1.0,1,"Dúplex en venta en Nueva España, Chamartín, Madrid"
15145,Chamartín,366.0,3,3.0,1,2300000,0.0,1.0,1.0,1,"Nueva España, Chamartín, Madrid"
15147,Chamartín,216.0,6,3.0,2,625000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15148,Ciudad Jardín,194.0,4,3.0,2,1311200,1.0,1.0,0.0,0,"calle Javier Ferrero, 1, Ciudad Jardín, Madrid"
15149,Bernabéu-Hispanoamérica,153.0,3,2.0,1,900000,1.0,1.0,0.0,1,"calle Cochabamba, Bernabéu-Hispanoamérica, Madrid"
15150,Ciudad Jardín,190.0,3,3.0,0,1091000,1.0,1.0,0.0,1,"Dúplex en venta en calle de Pradillo, Ciudad Jardín, Madrid"
15151,El Viso,72.0,1,1.0,7,490000,1.0,1.0,0.0,0,"calle de Velázquez, El Viso, Madrid"
15152,Prosperidad,66.0,2,1.0,2,380000,0.0,1.0,0.0,0,"calle Clara del Rey, Prosperidad, Madrid"
15153,Nueva España,394.0,4,4.0,6,2650000,1.0,1.0,0.0,1,"calle Apolonio Morales, Nueva España, Madrid"
15154,El Viso,200.0,5,3.0,6,1090000,1.0,1.0,0.0,0,"calle Rodríguez Marín, 84, El Viso, Madrid"
15155,Ciudad Jardín,85.0,2,2.0,2,495000,1.0,1.0,0.0,1,"calle Matilde Diez, Ciudad Jardín, Madrid"
15157,Chamartín,347.0,5,5.0,4,2100000,1.0,1.0,1.0,1,"Dúplex en venta en El Viso, Chamartín, Madrid"
15158,Prosperidad,73.0,2,1.0,0,289900,1.0,1.0,0.0,0,"calle de Francisco Silvela, Madrid, Prosperidad, Madrid"
15159,Prosperidad,118.0,3,2.0,1,425000,1.0,1.0,1.0,0,"calle de Cartagena, Prosperidad, Madrid"
15161,Ciudad Jardín,100.0,4,2.0,3,460000,1.0,1.0,0.0,0,"calle del Príncipe de Vergara, 206, Ciudad Jardín, Madrid"
15162,Prosperidad,46.0,1,1.0,5,269000,1.0,1.0,0.0,0,"calle de Francisco Silvela, 104, Prosperidad, Madrid"
15163,Prosperidad,110.0,4,2.0,1,425000,1.0,1.0,0.0,0,"calle Canillas, Prosperidad, Madrid"
15164,Prosperidad,160.0,0,2.0,0,395000,0.0,1.0,1.0,1,"Estudio en venta en calle Alustante, 27, Prosperidad, Madrid"
15165,Prosperidad,94.0,4,2.0,1,315900,1.0,1.0,0.0,0,"calle Juan Bautista de Toledo, Prosperidad, Madrid"
15168,Prosperidad,131.0,3,2.0,5,459900,1.0,1.0,1.0,0,"avenida de América, Prosperidad, Madrid"
15169,Nueva España,170.0,3,3.0,2,1450000,1.0,1.0,1.0,1,"calle Francisco Suárez, Nueva España, Madrid"
15170,Castilla,129.0,3,2.0,7,469000,1.0,1.0,0.0,0,"CASTELLANA, Castilla, Madrid"
15171,Ciudad Jardín,155.0,4,4.0,3,750000,1.0,1.0,0.0,0,"calle del Príncipe de Vergara, Ciudad Jardín, Madrid"
15172,Prosperidad,45.0,2,1.0,2,240000,1.0,0.0,0.0,0,"calle de Cartagena, Madrid, Prosperidad, Madrid"
15173,Castilla,82.0,1,1.0,6,329000,1.0,1.0,1.0,0,"MAURICIO LEGENDRE, Castilla, Madrid"
15174,Nueva España,77.0,1,1.0,3,494800,1.0,1.0,1.0,0,"calle Henri Dunant, Nueva España, Madrid"
15175,Bernabéu-Hispanoamérica,316.0,4,3.0,3,1600000,1.0,1.0,1.0,0,"calle de Serrano, Bernabéu-Hispanoamérica, Madrid"
15176,Bernabéu-Hispanoamérica,316.0,4,3.0,3,1600000,1.0,1.0,1.0,0,"calle de Serrano, Bernabéu-Hispanoamérica, Madrid"
15177,El Viso,250.0,4,4.0,2,1250000,1.0,1.0,0.0,0,"calle del Príncipe de Vergara, El Viso, Madrid"
15178,El Viso,400.0,6,5.0,7,2100000,1.0,1.0,0.0,1,"calle de María de Molina, El Viso, Madrid"
15179,Chamartín,190.0,2,2.0,1,999999,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15180,Chamartín,391.0,5,6.0,0,2950000,1.0,1.0,0.0,0,"Nueva España, Chamartín, Madrid"
15181,Chamartín,260.0,4,3.0,5,1600000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15182,Chamartín,350.0,4,3.0,3,1995000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15183,Chamartín,480.0,5,3.0,1,2950000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15184,Chamartín,336.0,5,4.0,0,1580000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15186,Chamartín,100.0,3,2.0,1,495000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15187,Chamartín,420.0,4,4.0,3,2300000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15188,Chamartín,250.0,4,3.0,5,1395000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15189,Chamartín,255.0,5,3.0,2,1200000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15190,Chamartín,255.0,4,3.0,5,1580000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15191,Chamartín,240.0,4,3.0,2,1450000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15192,Castilla,215.0,5,3.0,1,890000,1.0,1.0,0.0,1,"calle Mateo Inurria s/n, Castilla, Madrid"
15193,El Viso,240.0,3,3.0,2,2200000,1.0,1.0,1.0,1,"paseo de la Castellana s/n, El Viso, Madrid"
15195,Ciudad Jardín,57.0,1,1.0,0,239000,1.0,1.0,0.0,0,"calle de Marcenado, 12, Ciudad Jardín, Madrid"
15196,Chamartín,81.0,0,1.0,1,780000,1.0,1.0,1.0,0,"Estudio en venta en Urb. EL VISO, El Viso, Chamartín, Madrid"
15197,Chamartín,328.0,5,3.0,3,1460000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15198,Ciudad Jardín,76.0,2,1.0,4,380000,1.0,1.0,1.0,0,"calle Suero de Quiñones, 30, Ciudad Jardín, Madrid"
15199,Prosperidad,74.0,1,1.0,3,258000,0.0,1.0,0.0,0,"Martín Machío, Prosperidad, Madrid"
15200,Bernabéu-Hispanoamérica,110.0,3,3.0,1,650000,1.0,1.0,0.0,1,"avenida de Alberto de Alcocer, 48 -10º-C, Bernabéu-Hispanoamérica, Madrid"
15201,Prosperidad,242.0,4,3.0,6,850000,1.0,1.0,1.0,1,"calle del Corazón de María, Prosperidad, Madrid"
15202,Castilla,110.0,3,1.0,6,490000,1.0,1.0,0.0,0,"calle Rafael Herrera, Castilla, Madrid"
15203,Bernabéu-Hispanoamérica,155.0,4,3.0,5,875000,1.0,1.0,1.0,1,"calle Panamá, Bernabéu-Hispanoamérica, Madrid"
15206,Prosperidad,57.0,2,1.0,0,239000,1.0,1.0,1.0,0,"calle de López de Hoyos, Prosperidad, Madrid"
15207,Prosperidad,58.0,1,1.0,3,262500,0.0,1.0,0.0,0,"calle Sánchez Balderas, Prosperidad, Madrid"
15208,Prosperidad,128.0,4,3.0,1,495000,1.0,1.0,1.0,0,"calle del Cardenal Silíceo, 21, Prosperidad, Madrid"
15209,Nueva España,89.0,3,1.0,5,370000,1.0,1.0,0.0,0,"calle de Costa Rica, Nueva España, Madrid"
15211,Prosperidad,140.0,5,4.0,5,550000,1.0,1.0,0.0,1,"calle del Corazón de María, 7 bis, Prosperidad, Madrid"
15216,Prosperidad,140.0,3,2.0,7,610000,1.0,0.0,0.0,0,"calle del Corazón de María, Prosperidad, Madrid"
15218,Nueva España,148.0,4,3.0,4,824900,1.0,1.0,1.0,0,"paseo de la Castellana, Nueva España, Madrid"
15219,El Viso,292.0,4,3.0,7,2000000,1.0,1.0,0.0,1,"Pedro de Valdivia, El Viso, Madrid"
15221,Nueva España,256.0,4,3.0,2,1280000,1.0,1.0,1.0,1,"calle de Padre Damián, Nueva España, Madrid"
15222,Chamartín,300.0,6,4.0,6,1750000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15223,Bernabéu-Hispanoamérica,175.0,4,2.0,2,890000,1.0,1.0,1.0,0,"calle Jiloca, 4, Bernabéu-Hispanoamérica, Madrid"
15224,El Viso,145.0,2,2.0,8,1133964,1.0,1.0,1.0,0,"Ático en venta en calle de Joaquín Costa, 53, El Viso, Madrid"
15225,El Viso,170.0,3,3.0,8,1314390,1.0,1.0,1.0,0,"Ático en venta en calle de Joaquín Costa, 53, El Viso, Madrid"
15226,Castilla,137.0,3,2.0,3,599000,1.0,1.0,0.0,1,"calle de la Hiedra, 30, Castilla, Madrid"
15227,Nueva España,450.0,5,6.0,4,2250001,1.0,1.0,1.0,1,"Dúplex en venta en avenida de Alfonso XIII, Nueva España, Madrid"
15229,Prosperidad,82.0,2,1.0,3,400000,1.0,1.0,0.0,0,"calle del Corazón de María, 62, Prosperidad, Madrid"
15233,Bernabéu-Hispanoamérica,197.0,5,3.0,7,950000,1.0,1.0,1.0,0,"plaza de la República del Ecuador, Bernabéu-Hispanoamérica, Madrid"
15237,Chamartín,216.0,6,3.0,2,625000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15238,Bernabéu-Hispanoamérica,197.0,5,3.0,7,950000,1.0,1.0,1.0,0,"plaza República del Ecuador, Bernabéu-Hispanoamérica, Madrid"
15240,Castilla,70.0,1,1.0,1,200000,1.0,1.0,0.0,0,"calle del Conde de Torralba s/n, Castilla, Madrid"
15241,Castilla,139.0,3,2.0,4,650000,1.0,1.0,1.0,1,"MAURICIO LEGENDRE, 45, Castilla, Madrid"
15242,Nueva España,310.0,4,4.0,1,1680000,1.0,1.0,1.0,0,"paseo de la Castellana, Madrid, Nueva España, Madrid"
15244,El Viso,306.0,5,3.0,2,1700000,1.0,1.0,0.0,1,"Joaquín Costa, 47, El Viso, Madrid"
15245,Prosperidad,260.0,3,4.0,5,1290000,1.0,1.0,1.0,1,"Ático en venta en calle Clara del Rey, Prosperidad, Madrid"
15246,Castilla,260.0,4,3.0,4,1200000,1.0,1.0,1.0,1,"Ático en venta en calle de los Caídos de la División Azul, Castilla, Madrid"
15247,Prosperidad,110.0,3,1.0,3,360000,0.0,1.0,1.0,0,"calle Francisco Vivancos, Madrid, Prosperidad, Madrid"
15248,Prosperidad,103.0,2,2.0,4,449000,1.0,1.0,1.0,0,"calle de Francisco Giralte, Prosperidad, Madrid"
15249,El Viso,86.0,2,1.0,1,585000,1.0,0.0,1.0,1,"calle del Príncipe de Vergara, 113, El Viso, Madrid"
15250,Bernabéu-Hispanoamérica,100.0,4,2.0,2,490000,1.0,1.0,1.0,0,"calle Infanta María Teresa, Bernabéu-Hispanoamérica, Madrid"
15251,Castilla,104.0,3,2.0,4,425000,1.0,0.0,0.0,0,"calle Esteban Terradas, Castilla, Madrid"
15252,Prosperidad,130.0,3,2.0,5,460000,1.0,1.0,1.0,0,"avenida de América, Prosperidad, Madrid"
15253,Prosperidad,90.0,3,2.0,8,379000,1.0,0.0,1.0,0,"calle del Cardenal Silíceo, 37, Prosperidad, Madrid"
15254,Prosperidad,65.0,1,1.0,5,249000,1.0,0.0,0.0,0,"calle Clara del Rey, Prosperidad, Madrid"
15255,Nueva España,317.0,8,5.0,3,1325000,1.0,1.0,1.0,1,"Dúplex en venta en calle del Torpedero Tucumán, Nueva España, Madrid"
15256,Ciudad Jardín,191.0,3,3.0,5,1500000,1.0,1.0,1.0,1,"Dúplex en venta en calle de Pradillo, Ciudad Jardín, Madrid"
15257,Prosperidad,85.0,2,2.0,5,480000,1.0,1.0,0.0,0,"calle de López de Hoyos, Prosperidad, Madrid"
15259,Nueva España,440.0,6,5.0,1,1700000,1.0,1.0,1.0,1,"calle Prieto Ureña, Madrid, Nueva España, Madrid"
15261,Chamartín,101.0,3,1.0,2,141000,1.0,1.0,0.0,0,"Castilla, Chamartín, Madrid"
15262,Ciudad Jardín,135.0,3,3.0,5,890000,1.0,1.0,1.0,0,"PRINCIPE DE VERGARA, Ciudad Jardín, Madrid"
15264,Chamartín,120.0,2,3.0,6,460000,1.0,1.0,0.0,1,"Castilla, Chamartín, Madrid"
15265,Bernabéu-Hispanoamérica,330.0,5,4.0,9,1480000,1.0,1.0,1.0,1,"josé lazaro galiano, Bernabéu-Hispanoamérica, Madrid"
15266,Chamartín,240.0,3,3.0,3,1695000,1.0,1.0,1.0,1,"Ático en venta en Nueva España, Chamartín, Madrid"
15267,Prosperidad,135.0,1,1.0,3,448000,1.0,1.0,1.0,0,"Dúplex en venta en calle Canillas, 34, Prosperidad, Madrid"
15268,Chamartín,653.0,6,5.0,2,2849000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15269,Chamartín,255.0,5,2.0,6,1450000,1.0,1.0,1.0,0,"El Viso, Chamartín, Madrid"
15270,Chamartín,197.0,2,1.0,8,950000,1.0,1.0,1.0,0,"El Viso, Chamartín, Madrid"
15271,Chamartín,93.0,3,2.0,2,515000,1.0,1.0,1.0,0,"El Viso, Chamartín, Madrid"
15272,Chamartín,94.0,4,2.0,3,500000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15273,Chamartín,197.0,5,3.0,1,1075000,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15274,Nueva España,188.0,2,3.0,3,1240000,1.0,1.0,1.0,1,"calle del Torpedero Tucumán, Nueva España, Madrid"
15275,Ciudad Jardín,60.0,1,1.0,2,235000,0.0,1.0,1.0,0,"calle de Eugenio Salazar, Ciudad Jardín, Madrid"
15276,Bernabéu-Hispanoamérica,180.0,4,2.0,1,730000,1.0,1.0,0.0,0,"calle Profesor Waksman, Madrid, Bernabéu-Hispanoamérica, Madrid"
15277,El Viso,96.0,1,1.0,1,750000,1.0,1.0,1.0,0,"calle Alfonso Rodríguez Santamaría, El Viso, Madrid"
15278,Castilla,182.0,4,3.0,5,825000,1.0,0.0,0.0,0,"calle de Agustín de Foxá, Castilla, Madrid"
15280,Bernabéu-Hispanoamérica,65.0,2,2.0,0,380000,1.0,1.0,0.0,0,"Dúplex en venta en calle Víctor de la Serna, Madrid, Bernabéu-Hispanoamérica, Madrid"
15281,Bernabéu-Hispanoamérica,196.0,3,3.0,4,1460000,1.0,1.0,0.0,1,"calle rafael salgado, Bernabéu-Hispanoamérica, Madrid"
15283,Prosperidad,80.0,2,1.0,6,415000,1.0,1.0,1.0,0,"Ático en venta en calle Clara del Rey, Prosperidad, Madrid"
15284,Prosperidad,110.0,2,1.0,1,400000,1.0,0.0,0.0,0,"calle Clara del Rey, Prosperidad, Madrid"
15285,Prosperidad,90.0,2,1.0,7,465000,1.0,1.0,1.0,1,"calle Padre Claret, Prosperidad, Madrid"
15286,Bernabéu-Hispanoamérica,248.0,4,3.0,7,1400000,1.0,1.0,1.0,0,"calle del Doctor Fleming, Bernabéu-Hispanoamérica, Madrid"
15287,Bernabéu-Hispanoamérica,330.0,4,4.0,9,1495000,1.0,1.0,1.0,1,"calle José Lázaro Galdiano, Bernabéu-Hispanoamérica, Madrid"
15288,Prosperidad,140.0,3,2.0,7,610000,1.0,0.0,0.0,0,"calle del Corazón de María, Prosperidad, Madrid"
15289,El Viso,253.0,4,4.0,5,1425000,1.0,1.0,0.0,1,"paseo de la Habana, El Viso, Madrid"
15290,Prosperidad,90.0,3,1.0,4,330000,1.0,1.0,0.0,0,"calle de Canillas, Prosperidad, Madrid"
15291,Prosperidad,79.0,2,1.0,3,287000,1.0,1.0,0.0,0,"calle de Canillas, Prosperidad, Madrid"
15292,Chamartín,82.0,2,1.0,3,490000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15294,Chamartín,110.0,2,2.0,1,550000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15295,Chamartín,216.0,5,3.0,6,1180000,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15297,Chamartín,318.0,3,3.0,5,1990000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15298,Castilla,335.0,3,3.0,0,1435000,1.0,1.0,1.0,1,"Av de Burgos, Castilla, Madrid"
15299,El Viso,135.0,3,2.0,1,750000,1.0,1.0,0.0,0,"Dúplex en venta en Gabriel Lobo, El Viso, Madrid"
15301,Bernabéu-Hispanoamérica,216.0,6,2.0,2,978000,1.0,1.0,1.0,1,"calle Nicaragua, Bernabéu-Hispanoamérica, Madrid"
15303,Castilla,183.0,4,3.0,2,670000,1.0,1.0,1.0,1,"paseo de la Castellana, Castilla, Madrid"
15304,Castilla,189.0,4,2.0,2,595000,1.0,1.0,0.0,1,"paseo de la Castellana, Castilla, Madrid"
15305,Castilla,351.0,4,4.0,4,2500000,1.0,1.0,1.0,1,"Ático en venta en avenida de Burgos, Castilla, Madrid"
15306,Castilla,243.0,5,5.0,4,2250000,1.0,1.0,1.0,1,"Ático en venta en avenida de Burgos, Castilla, Madrid"
15307,Nueva España,562.0,7,6.0,1,1700000,1.0,1.0,0.0,1,"calle Prieto Ureña, Nueva España, Madrid"
15308,Ciudad Jardín,160.0,3,2.0,6,777225,1.0,1.0,1.0,0,"calle del Príncipe de Vergara, Madrid, Ciudad Jardín, Madrid"
15310,Ciudad Jardín,78.0,2,1.0,0,318000,1.0,1.0,1.0,0,"calle Suero de Quiñones, Ciudad Jardín, Madrid"
15312,Prosperidad,139.0,3,2.0,2,595000,1.0,1.0,0.0,0,"calle Clara del Rey, Prosperidad, Madrid"
15313,Chamartín,600.0,5,4.0,3,3000000,1.0,1.0,1.0,1,"Dúplex en venta en Nueva España, Chamartín, Madrid"
15314,Prosperidad,161.0,4,3.0,8,699000,1.0,1.0,0.0,0,"avenida AMERICA, Prosperidad, Madrid"
15316,Chamartín,193.0,6,3.0,2,980000,1.0,1.0,1.0,1,"Urb. Chamartin, Bernabéu-Hispanoamérica, Chamartín, Madrid"
15318,Chamartín,81.0,1,1.0,1,750000,1.0,1.0,1.0,0,"Urb. El Viso, El Viso, Chamartín, Madrid"
15319,Chamartín,187.0,3,2.0,1,900000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15320,Chamartín,272.0,5,3.0,8,1500000,1.0,1.0,1.0,1,"Nueva España, Chamartín, Madrid"
15321,Chamartín,399.0,5,5.0,7,2100000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15322,Chamartín,395.0,8,4.0,1,2250000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15323,Chamartín,166.0,3,2.0,4,845000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15324,Chamartín,162.0,2,2.0,2,1195000,1.0,1.0,1.0,1,"Nueva España, Chamartín, Madrid"
15325,Chamartín,175.0,4,2.0,3,758000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15326,Chamartín,60.0,1,1.0,4,445000,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15327,Chamartín,66.0,2,1.0,0,420000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15328,Chamartín,66.0,2,1.0,1,410000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15329,Prosperidad,75.0,3,1.0,2,265000,0.0,1.0,1.0,0,"calle Puenteareas, Prosperidad, Madrid"
15330,Nueva España,148.0,4,3.0,4,825000,1.0,1.0,1.0,0,"paseo de la Castellana, Nueva España, Madrid"
15331,Bernabéu-Hispanoamérica,75.0,2,1.0,2,315000,0.0,1.0,0.0,0,"calle de Colombia, Bernabéu-Hispanoamérica, Madrid"
15332,Prosperidad,82.0,2,1.0,2,328000,0.0,1.0,1.0,0,"pasaje Collado Villalba, Prosperidad, Madrid"
15333,El Viso,111.0,3,2.0,0,547000,1.0,1.0,0.0,0,"calle de Joaquín Costa, El Viso, Madrid"
15335,Chamartín,213.0,4,3.0,2,1050000,1.0,0.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15336,Castilla,282.0,4,3.0,1,1390000,1.0,1.0,1.0,1,"Dúplex en venta en Pastora Imperio, Castilla, Madrid"
15337,Prosperidad,115.0,4,2.0,2,430000,1.0,1.0,1.0,0,"Cartagena, Prosperidad, Madrid"
15338,El Viso,366.0,5,3.0,1,2800000,1.0,1.0,1.0,1,"Tambre, El Viso, Madrid"
15339,Chamartín,68.0,2,2.0,6,475000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15340,El Viso,302.0,5,5.0,8,1590000,1.0,1.0,0.0,0,"paseo de la Castellana, El Viso, Madrid"
15341,El Viso,505.0,7,6.0,3,3100000,1.0,1.0,0.0,1,"paseo de la Castellana, El Viso, Madrid"
15342,Nueva España,249.0,3,3.0,1,1490000,1.0,1.0,1.0,1,"Ático en venta en paseo de la Castellana, Nueva España, Madrid"
15346,Chamartín,292.0,4,3.0,6,2000000,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15348,Bernabéu-Hispanoamérica,135.0,3,2.0,8,750000,1.0,1.0,1.0,1,"calle Bolivia, 5, Bernabéu-Hispanoamérica, Madrid"
15349,Prosperidad,61.0,1,1.0,3,310000,1.0,1.0,1.0,0,"calle de López de Hoyos, Prosperidad, Madrid"
15350,Prosperidad,82.0,3,1.0,1,299000,1.0,0.0,0.0,0,"calle Santa Hortensia, Prosperidad, Madrid"
