,subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,has_lift,is_exterior,has_terrace,has_parking,full_title
15351,Prosperidad,80.0,3,1.0,3,310000,1.0,1.0,0.0,0,"calle Puenteareas, Prosperidad, Madrid"
15352,Prosperidad,178.0,3,3.0,7,975000,1.0,1.0,0.0,0,"calle del Príncipe de Vergara, Prosperidad, Madrid"
15353,Bernabéu-Hispanoamérica,166.0,4,3.0,3,860000,1.0,1.0,1.0,1,"calle Manuel de Falla, Bernabéu-Hispanoamérica, Madrid"
15354,Prosperidad,131.0,3,2.0,5,460000,1.0,1.0,0.0,0,"avenida de América, Prosperidad, Madrid"
15355,Bernabéu-Hispanoamérica,136.0,4,2.0,2,700000,1.0,1.0,0.0,1,"calle de Puerto Rico, Bernabéu-Hispanoamérica, Madrid"
15357,Bernabéu-Hispanoamérica,66.0,2,2.0,0,420000,1.0,1.0,0.0,0,"calle de Puerto Rico, Bernabéu-Hispanoamérica, Madrid"
15358,Chamartín,54.0,1,1.0,0,315000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15359,Chamartín,361.0,6,4.0,6,1750000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15361,Chamartín,400.0,4,4.0,0,2400000,0.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15362,El Viso,186.0,3,1.0,9,1098000,1.0,1.0,0.0,0,"paseo de la Castellana, El Viso, Madrid"
15363,Nueva España,345.0,5,4.0,2,1780000,1.0,1.0,1.0,1,"calle Menéndez Pidal s/n, Nueva España, Madrid"
15365,Castilla,164.0,2,2.0,0,350000,1.0,1.0,0.0,0,"Esteban Terradas, Castilla, Madrid"
15366,Prosperidad,90.0,3,1.0,4,330000,1.0,1.0,1.0,0,"calle de Canillas, Prosperidad, Madrid"
15367,Bernabéu-Hispanoamérica,141.0,4,3.0,7,860000,1.0,1.0,1.0,0,"avenida de Alberto de Alcocer, Bernabéu-Hispanoamérica, Madrid"
15368,Chamartín,295.0,4,2.0,7,1650000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15369,Nueva España,600.0,3,3.0,4,3600000,1.0,1.0,0.0,1,"calle Joaquín Bau, Nueva España, Madrid"
15370,Ciudad Jardín,55.0,2,1.0,0,219000,1.0,0.0,0.0,0,"calle de Pradillo, 19, Ciudad Jardín, Madrid"
15371,Chamartín,102.0,4,1.0,7,595000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15373,Ciudad Jardín,90.0,3,1.0,1,290000,1.0,0.0,0.0,0,"calle Sánchez Pacheco, Ciudad Jardín, Madrid"
15374,El Viso,219.0,5,4.0,4,1050000,1.0,1.0,1.0,0,"PRINCIPE DE VERGARA, 117, El Viso, Madrid"
15375,Chamartín,76.0,2,1.0,1,289000,1.0,1.0,1.0,0,"Prosperidad, Chamartín, Madrid"
15376,Chamartín,205.0,4,3.0,3,1125000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15377,Bernabéu-Hispanoamérica,89.0,3,1.0,2,390000,1.0,0.0,1.0,0,"Ramon de Santillan, Bernabéu-Hispanoamérica, Madrid"
15379,Chamartín,347.0,5,4.0,1,1600000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15380,El Viso,255.0,4,5.0,1,1500000,1.0,1.0,1.0,0,"Príncipe de Vergara, El Viso, Madrid"
15381,Chamartín,242.0,3,2.0,0,320000,1.0,1.0,0.0,0,"Dúplex en venta en Prosperidad, Chamartín, Madrid"
15382,Prosperidad,74.0,1,1.0,3,258000,0.0,1.0,0.0,0,"Martín Machío, Prosperidad, Madrid"
15383,Prosperidad,79.0,3,1.0,4,330000,1.0,1.0,0.0,0,"CANILLAS, Prosperidad, Madrid"
15384,Ciudad Jardín,165.0,3,2.0,4,590000,1.0,1.0,0.0,1,"calle Luis Larrainza s/n, Ciudad Jardín, Madrid"
15385,Prosperidad,145.0,4,2.0,1,560000,1.0,1.0,1.0,0,"calle de Luis de Salazar, 1, Prosperidad, Madrid"
15386,Prosperidad,88.0,3,1.0,5,355000,1.0,1.0,0.0,0,"calle de Cartagena, 106, Prosperidad, Madrid"
15387,Prosperidad,110.0,4,2.0,1,425000,1.0,1.0,0.0,0,"calle de Canillas, Prosperidad, Madrid"
15388,El Viso,190.0,2,2.0,1,1049000,1.0,1.0,0.0,0,"paseo de la Castellana, El Viso, Madrid"
15389,Prosperidad,136.0,3,2.0,1,650000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15390,Prosperidad,94.0,2,2.0,2,499000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15391,Prosperidad,94.0,2,2.0,2,490000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15392,Prosperidad,94.0,2,2.0,1,480000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15393,Prosperidad,94.0,2,2.0,1,490000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15394,Prosperidad,147.0,3,2.0,1,699000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15395,Nueva España,95.0,3,2.0,4,515000,1.0,1.0,0.0,0,"Ático en venta en calle de Bonetero, Nueva España, Madrid"
15396,Nueva España,61.0,1,1.0,2,430000,1.0,1.0,1.0,0,"paseo de la Habana, Nueva España, Madrid"
15397,Prosperidad,80.0,3,1.0,7,380000,1.0,0.0,1.0,1,"calle Clara del Rey, 52, Prosperidad, Madrid"
15398,Nueva España,225.0,4,3.0,1,1280000,1.0,1.0,1.0,0,"calle de Juan Ramón Jiménez, Nueva España, Madrid"
15399,Bernabéu-Hispanoamérica,141.0,4,3.0,7,860000,1.0,1.0,1.0,0,"avenida de Alberto de Alcocer, Bernabéu-Hispanoamérica, Madrid"
15400,Chamartín,308.0,5,4.0,1,1600000,1.0,1.0,1.0,1,"Nueva España, Chamartín, Madrid"
15401,Chamartín,44.0,2,1.0,5,280000,1.0,0.0,0.0,0,"Prosperidad, Chamartín, Madrid"
15402,Chamartín,69.0,1,1.0,2,420000,1.0,1.0,0.0,1,"Ciudad Jardín, Chamartín, Madrid"
15403,Prosperidad,73.0,3,1.0,1,259000,1.0,1.0,1.0,0,"calle de Canillas, 45, Prosperidad, Madrid"
15404,Prosperidad,147.0,3,2.0,5,945000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15405,Prosperidad,94.0,2,2.0,6,590000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15406,Prosperidad,94.0,2,2.0,8,675000,1.0,1.0,0.0,0,"Ático en venta en calle Corazón de María, 6, Prosperidad, Madrid"
15407,Prosperidad,147.0,3,2.0,6,960000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15408,Prosperidad,147.0,3,2.0,7,975000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15409,Prosperidad,161.0,3,2.0,8,1200000,1.0,1.0,1.0,0,"Ático en venta en calle Corazón de María, 6, Prosperidad, Madrid"
15410,Prosperidad,136.0,3,2.0,7,795000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15411,Prosperidad,136.0,3,2.0,3,740000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15412,Prosperidad,94.0,2,2.0,4,575000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15413,Prosperidad,147.0,3,2.0,3,920000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15414,Prosperidad,136.0,3,2.0,6,780000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15415,Prosperidad,149.0,3,2.0,8,1100000,1.0,1.0,1.0,0,"Ático en venta en calle Corazón de María, 6, Prosperidad, Madrid"
15416,Prosperidad,147.0,3,2.0,4,930000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15417,Prosperidad,94.0,2,2.0,4,570000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15418,Prosperidad,111.0,4,2.0,6,549000,1.0,1.0,1.0,0,"calle de Francisco Silvela, 88, Prosperidad, Madrid"
15419,Prosperidad,113.0,2,2.0,2,410000,1.0,1.0,0.0,0,"calle de Francisco Silvela, 96, Prosperidad, Madrid"
15420,Prosperidad,50.0,2,1.0,0,260000,0.0,0.0,0.0,0,"calle Anastasio Aroca, 9, Prosperidad, Madrid"
15421,Bernabéu-Hispanoamérica,85.0,1,1.0,6,625000,1.0,1.0,0.0,0,"calle de Juan Ramón Jiménez, Bernabéu-Hispanoamérica, Madrid"
15422,Prosperidad,129.0,2,1.0,6,640000,1.0,1.0,1.0,0,"Ático en venta en calle de López de Hoyos, Prosperidad, Madrid"
15423,Chamartín,437.0,4,5.0,3,2700000,1.0,1.0,1.0,1,"Nueva España, Chamartín, Madrid"
15424,Chamartín,207.0,3,4.0,3,1300000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15425,Chamartín,374.0,4,4.0,3,2490000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15426,Nueva España,85.0,3,2.0,1,349000,1.0,1.0,0.0,0,"avenida de Alfonso XIII, 152, Nueva España, Madrid"
15428,Prosperidad,145.0,4,2.0,1,560000,1.0,1.0,0.0,0,"calle de Luis de Salazar s/n, Prosperidad, Madrid"
15430,Bernabéu-Hispanoamérica,151.0,3,2.0,6,1020000,1.0,0.0,1.0,1,"calle Serrano, Madrid, Bernabéu-Hispanoamérica, Madrid"
15431,Bernabéu-Hispanoamérica,210.0,5,3.0,3,950000,1.0,1.0,0.0,0,"calle Profesor Waksman, Bernabéu-Hispanoamérica, Madrid"
15432,Ciudad Jardín,133.0,3,2.0,2,460000,1.0,1.0,1.0,0,"calle de Marcenado, Madrid, Ciudad Jardín, Madrid"
15433,Chamartín,374.0,5,4.0,3,2490000,1.0,1.0,1.0,1,"Urb. Castellana - Viso, El Viso, Chamartín, Madrid"
15434,Chamartín,300.0,5,3.0,1,1100000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15435,Chamartín,149.0,3,2.0,6,533000,1.0,1.0,1.0,0,"Castilla, Chamartín, Madrid"
15436,Chamartín,155.0,4,3.0,4,890000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15437,Chamartín,163.0,3,2.0,1,850000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15438,Chamartín,321.0,6,3.0,4,1900000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15439,Chamartín,230.0,4,3.0,6,1250000,1.0,1.0,1.0,0,"El Viso, Chamartín, Madrid"
15440,Chamartín,245.0,3,3.0,1,1150000,1.0,1.0,1.0,1,"Dúplex en venta en El Viso, Chamartín, Madrid"
15441,Chamartín,150.0,4,2.0,2,990000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15442,Chamartín,300.0,4,4.0,4,1200000,1.0,1.0,1.0,1,"Dúplex en venta en Nueva España, Chamartín, Madrid"
15443,Chamartín,54.0,1,1.0,1,450000,1.0,1.0,0.0,0,"Nueva España, Chamartín, Madrid"
15444,Chamartín,170.0,4,2.0,2,860000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15445,Chamartín,172.0,2,1.0,4,1150000,1.0,1.0,1.0,1,"Ático en venta en El Viso, Chamartín, Madrid"
15447,El Viso,260.0,5,4.0,7,1495000,1.0,1.0,0.0,0,"paseo de la habana, 15, El Viso, Madrid"
15448,Prosperidad,94.0,2,2.0,3,565000,1.0,1.0,0.0,0,"calle Corazón de María, 6, Prosperidad, Madrid"
15450,Chamartín,87.0,2,2.0,2,475000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15451,Chamartín,74.0,1,1.0,2,425000,1.0,1.0,1.0,0,"Nueva España, Chamartín, Madrid"
15452,Chamartín,84.0,2,1.0,1,525000,1.0,1.0,0.0,0,"Nueva España, Chamartín, Madrid"
15453,Chamartín,196.0,5,3.0,4,900000,1.0,1.0,0.0,0,"Nueva España, Chamartín, Madrid"
15454,Chamartín,68.0,1,1.0,3,410000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15455,Chamartín,89.0,1,1.0,1,495000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15456,Chamartín,207.0,3,4.0,3,1300000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15457,Chamartín,309.0,4,3.0,4,1275000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15458,Chamartín,244.0,4,3.0,5,1480000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15459,Chamartín,89.0,2,2.0,2,370000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15460,Chamartín,374.0,4,4.0,3,2490000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15461,Chamartín,159.0,4,2.0,1,929000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15462,Chamartín,81.0,2,1.0,5,370000,1.0,0.0,0.0,0,"Nueva España, Chamartín, Madrid"
15463,Chamartín,226.0,4,3.0,6,1815000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15464,Nueva España,397.0,4,4.0,6,2650000,1.0,1.0,1.0,1,"calle Apolonio Morales, 15, Nueva España, Madrid"
15466,Prosperidad,236.0,4,3.0,3,820000,1.0,1.0,1.0,1,"avenida de América, Madrid, Prosperidad, Madrid"
15468,Prosperidad,239.0,0,2.0,0,595000,1.0,1.0,0.0,0,"Estudio en venta en calle de Luis de Salazar, 4, Prosperidad, Madrid"
15469,Chamartín,45.0,1,1.0,4,445000,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15470,Chamartín,576.0,3,4.0,4,3590000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15471,Chamartín,222.0,4,3.0,5,1150000,1.0,1.0,1.0,0,"Nueva España, Chamartín, Madrid"
15474,Chamartín,140.0,4,3.0,1,780000,1.0,1.0,1.0,0,"El Viso, Chamartín, Madrid"
15475,Chamartín,140.0,3,2.0,6,760000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15476,Chamartín,400.0,5,4.0,3,1995000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15477,Chamartín,187.0,4,3.0,3,845000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15478,Ciudad Jardín,90.0,2,2.0,2,470000,1.0,1.0,0.0,1,"calle de Matilde Diez, 5, Ciudad Jardín, Madrid"
15479,El Viso,120.0,3,1.0,6,750000,1.0,0.0,0.0,0,"calle Marceliano Santa Maria, El Viso, Madrid"
15480,Prosperidad,142.0,3,2.0,5,598000,1.0,1.0,1.0,1,"calle del Padre Claret, Prosperidad, Madrid"
15481,El Viso,216.0,4,3.0,6,1180000,1.0,1.0,1.0,1,"Francisco Silvela, El Viso, Madrid"
15482,Chamartín,459.0,6,4.0,8,2800000,1.0,1.0,1.0,1,"Dúplex en venta en El Viso, Chamartín, Madrid"
15483,Chamartín,342.0,5,5.0,2,1850000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15484,Chamartín,367.0,4,4.0,8,2150000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15485,Chamartín,295.0,4,3.0,7,1650000,1.0,1.0,0.0,1,"El Viso, Chamartín, Madrid"
15486,Prosperidad,442.0,5,5.0,1,1150000,1.0,1.0,1.0,1,"calle del Corazón de María, 2, Prosperidad, Madrid"
15487,Ciudad Jardín,175.0,4,3.0,3,790000,1.0,1.0,1.0,1,"calle del General Zabala, Ciudad Jardín, Madrid"
15488,Chamartín,187.0,3,2.0,1,900000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15489,Chamartín,416.0,5,3.0,2,1699000,1.0,1.0,1.0,1,"Nueva España, Chamartín, Madrid"
15490,Chamartín,180.0,5,3.0,1,999000,1.0,1.0,0.0,1,"Castilla, Chamartín, Madrid"
15491,Chamartín,162.0,2,2.0,2,1280000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15493,Chamartín,561.0,4,3.0,1,2300000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15494,Chamartín,248.0,3,3.0,1,1490000,1.0,1.0,1.0,1,"Dúplex en venta en Nueva España, Chamartín, Madrid"
15495,Chamartín,92.0,2,1.0,5,570000,1.0,1.0,0.0,0,"Nueva España, Chamartín, Madrid"
15497,Chamartín,136.0,3,2.0,6,760000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15499,Chamartín,561.0,4,3.0,0,2300000,1.0,1.0,1.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15500,Chamartín,138.0,3,2.0,1,800000,1.0,1.0,1.0,1,"Nueva España, Chamartín, Madrid"
15501,Chamartín,206.0,4,3.0,2,1195000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15503,Chamartín,139.0,3,2.0,9,700000,1.0,1.0,0.0,0,"Castilla, Chamartín, Madrid"
15505,Chamartín,191.0,4,3.0,6,1200000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15506,Chamartín,100.0,4,1.0,5,440000,1.0,1.0,1.0,0,"Castilla, Chamartín, Madrid"
15507,Castilla,162.0,4,2.0,4,650000,1.0,1.0,0.0,0,"paseo de la Castellana, Castilla, Madrid"
15508,Chamartín,180.0,4,2.0,2,680000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15509,Chamartín,75.0,2,2.0,0,322400,1.0,1.0,0.0,0,"Prosperidad, Chamartín, Madrid"
15510,Chamartín,68.0,1,1.0,2,375000,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15512,Prosperidad,98.0,2,2.0,1,440000,1.0,1.0,0.0,1,"calle de Santa Hortensia, Prosperidad, Madrid"
15513,Ciudad Jardín,85.0,3,1.0,2,299000,1.0,0.0,0.0,1,"calle Nieremberg, Ciudad Jardín, Madrid"
15514,Bernabéu-Hispanoamérica,86.0,3,1.0,3,569000,1.0,1.0,0.0,0,"calle del Príncipe de Vergara, 258, Bernabéu-Hispanoamérica, Madrid"
15515,Castilla,126.0,4,2.0,1,435000,1.0,1.0,0.0,0,"calle Núñez Morgado, 4, Castilla, Madrid"
15516,Castilla,150.0,3,2.0,1,625000,1.0,1.0,0.0,1,"avenida de Burgos, 46, Castilla, Madrid"
15517,Nueva España,300.0,6,4.0,3,1395000,1.0,1.0,1.0,1,"Dúplex en venta en calle Francisco Goya, 11, Nueva España, Madrid"
15518,Chamartín,135.0,2,2.0,1,760000,1.0,1.0,1.0,1,"Dúplex en venta en Ciudad Jardín, Chamartín, Madrid"
15519,Nueva España,188.0,2,2.0,3,1240000,1.0,1.0,1.0,1,"calle del Torpedero Tucumán, Nueva España, Madrid"
15520,Bernabéu-Hispanoamérica,260.0,6,4.0,2,1350000,1.0,1.0,0.0,0,"serrano, 209, Bernabéu-Hispanoamérica, Madrid"
15521,Prosperidad,66.0,2,1.0,2,285000,0.0,1.0,1.0,0,"calle Francisco Vivancos, Prosperidad, Madrid"
15522,Ciudad Jardín,66.0,1,1.0,0,229000,1.0,1.0,0.0,0,"calle Agustín de Rojas, Ciudad Jardín, Madrid"
15523,El Viso,39.0,0,1.0,4,246500,1.0,1.0,0.0,1,"Estudio en venta en calle de Felipe Campos, 10, El Viso, Madrid"
15525,Chamartín,366.0,5,3.0,1,3600000,1.0,1.0,1.0,1,"El Viso, Chamartín, Madrid"
15526,Castilla,107.0,3,2.0,1,325000,1.0,1.0,0.0,1,"avenida Burgos, Castilla, Madrid"
15528,Prosperidad,77.0,3,1.0,4,330000,0.0,1.0,1.0,0,"calle de Canillas, Prosperidad, Madrid"
15529,Chamartín,233.0,5,4.0,1,1000000,1.0,1.0,1.0,1,"Castilla, Chamartín, Madrid"
15530,Prosperidad,74.0,3,1.0,3,330000,1.0,1.0,0.0,0,"calle de Canillas, Prosperidad, Madrid"
15531,Castilla,163.0,4,2.0,4,650000,1.0,1.0,0.0,1,"paseo de la Castellana, Castilla, Madrid"
15532,Bernabéu-Hispanoamérica,46.0,1,1.0,6,260000,1.0,1.0,0.0,0,"calle de Chile, Bernabéu-Hispanoamérica, Madrid"
15533,Prosperidad,97.0,3,2.0,1,310000,1.0,1.0,0.0,0,"calle de Canillas, 68, Prosperidad, Madrid"
15535,Prosperidad,122.0,3,2.0,1,470000,1.0,1.0,1.0,0,"calle Clara del Rey, 75, Prosperidad, Madrid"
15536,Chamartín,308.0,5,4.0,1,1600000,1.0,1.0,0.0,1,"Nueva España, Chamartín, Madrid"
15537,Ciudad Jardín,44.0,1,1.0,1,336900,1.0,1.0,0.0,0,"calle Javier Ferrero, 1, Ciudad Jardín, Madrid"
15538,Chamartín,161.0,3,2.0,4,700000,1.0,1.0,1.0,0,"Nueva España, Chamartín, Madrid"
15539,Chamartín,251.0,0,2.0,0,800000,0.0,1.0,0.0,1,"Estudio en venta en Prosperidad, Chamartín, Madrid"
15540,Chamartín,112.0,1,1.0,3,750000,1.0,1.0,1.0,1,"Urb. Francisco Suarez, Nueva España, Chamartín, Madrid"
15541,Chamartín,303.0,4,5.0,3,2700000,1.0,1.0,1.0,1,"Dúplex en venta en Nueva España, Chamartín, Madrid"
15542,Bernabéu-Hispanoamérica,153.0,4,2.0,1,650000,1.0,1.0,1.0,0,"avenida de Alberto de Alcocer, Bernabéu-Hispanoamérica, Madrid"
15543,El Viso,59.0,0,1.0,7,374000,1.0,1.0,0.0,0,"Estudio en venta en paseo de la Habana, El Viso, Madrid"
15547,Bernabéu-Hispanoamérica,166.0,5,3.0,5,725000,1.0,1.0,0.0,0,"calle del Príncipe de Vergara, 215, Bernabéu-Hispanoamérica, Madrid"
15548,Prosperidad,99.0,3,1.0,4,274000,0.0,1.0,1.0,0,"pasaje San Martin de Valdeiglesias, 7, Prosperidad, Madrid"
15549,Prosperidad,97.0,2,1.0,9,549000,1.0,1.0,1.0,0,"Ático en venta en calle Clara del Rey, Prosperidad, Madrid"
15550,Castilla,180.0,4,3.0,7,549900,1.0,1.0,1.0,1,"avenida Pío XII, Castilla, Madrid"
15552,Prosperidad,87.0,4,2.0,4,365000,1.0,0.0,1.0,0,"calle del Padre Xifré, Prosperidad, Madrid"
15553,Nueva España,60.0,2,1.0,8,412000,1.0,1.0,0.0,0,"paseo de la Castellana, Nueva España, Madrid"
15554,Nueva España,279.0,4,4.0,9,1695000,1.0,1.0,1.0,1,"calle de Padre Damián, Nueva España, Madrid"
15555,Prosperidad,91.0,3,1.0,7,420000,1.0,1.0,1.0,0,"calle de Francisco Silvela, Prosperidad, Madrid"
15556,Castilla,160.0,4,3.0,1,650000,1.0,1.0,0.0,1,"paseo de la Castellana, Castilla, Madrid"
15557,Prosperidad,95.0,3,1.0,1,334900,1.0,1.0,0.0,0,"Canillas, Prosperidad, Madrid"
15558,El Viso,66.0,1,1.0,3,389500,1.0,1.0,0.0,1,"calle de Felipe Campos, 10, El Viso, Madrid"
15559,Chamartín,45.0,1,1.0,0,218400,0.0,1.0,0.0,0,"Prosperidad, Chamartín, Madrid"
15560,El Viso,39.0,0,1.0,3,246500,1.0,1.0,0.0,1,"Estudio en venta en calle Felipe Campos, 10, El Viso, Madrid"
15561,Chamartín,175.0,3,3.0,3,1450000,1.0,1.0,0.0,1,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15562,Chamartín,228.0,4,2.0,9,1200000,1.0,1.0,1.0,1,"Ático en venta en Bernabéu-Hispanoamérica, Chamartín, Madrid"
15564,Chamartín,278.0,4,4.0,3,1500000,1.0,1.0,1.0,0,"El Viso, Chamartín, Madrid"
15565,Chamartín,81.0,3,2.0,0,405000,1.0,1.0,0.0,0,"El Viso, Chamartín, Madrid"
15567,Chamartín,110.0,2,2.0,0,825000,1.0,1.0,1.0,0,"El Viso, Chamartín, Madrid"
15568,Ciudad Jardín,118.0,3,2.0,1,840000,1.0,1.0,0.0,0,"calle Javier Ferrero, 1, Ciudad Jardín, Madrid"
15569,Prosperidad,112.0,3,2.0,1,470000,1.0,1.0,0.0,1,"calle del Corazón de María, Prosperidad, Madrid"
15570,Chamartín,149.0,4,2.0,9,699000,1.0,1.0,1.0,0,"Prosperidad, Chamartín, Madrid"
15571,Chamartín,136.0,3,2.0,1,698000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15572,Chamartín,97.0,3,1.0,7,425000,1.0,1.0,1.0,0,"Prosperidad, Chamartín, Madrid"
15575,Chamartín,262.0,5,4.0,1,1500000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15576,Chamartín,367.0,5,4.0,2,2300000,1.0,1.0,1.0,1,"Dúplex en venta en El Viso, Chamartín, Madrid"
15580,Chamartín,110.0,3,1.0,0,395000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15582,Chamartín,247.0,3,2.0,3,1850000,1.0,1.0,1.0,1,"Dúplex en venta en Nueva España, Chamartín, Madrid"
15584,Chamartín,144.0,4,2.0,1,750000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15585,Chamartín,166.0,3,2.0,4,845000,1.0,1.0,1.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15587,Chamartín,71.0,0,1.0,0,243000,0.0,0.0,0.0,0,"Estudio en venta en Prosperidad, Chamartín, Madrid"
15588,Bernabéu-Hispanoamérica,210.0,4,3.0,9,1150000,1.0,1.0,1.0,0,"calle Profesor Waksman, Bernabéu-Hispanoamérica, Madrid"
15589,Bernabéu-Hispanoamérica,51.0,1,1.0,1,235000,1.0,0.0,1.0,0,"plaza de la República del Ecuador, 5, Bernabéu-Hispanoamérica, Madrid"
15590,Chamartín,360.0,5,4.0,2,1699000,1.0,1.0,0.0,0,"Nueva España, Chamartín, Madrid"
15591,Ciudad Jardín,111.0,4,2.0,8,560000,1.0,1.0,1.0,0,"calle Principe de Vergara, Ciudad Jardín, Madrid"
15592,Nueva España,443.0,7,4.0,3,2410000,1.0,1.0,1.0,1,"calle Menéndez Pidal, Nueva España, Madrid"
15593,Nueva España,256.0,4,3.0,2,1280000,1.0,1.0,1.0,1,"Padre Damián, Nueva España, Madrid"
15594,Bernabéu-Hispanoamérica,257.0,3,4.0,1,1475000,1.0,1.0,1.0,1,"Ático en venta en paseo de la Castellana, Bernabéu-Hispanoamérica, Madrid"
15595,El Viso,52.0,1,1.0,4,445000,1.0,1.0,0.0,0,"paseo de la Habana, El Viso, Madrid"
15596,El Viso,317.0,6,4.0,5,1600000,1.0,1.0,0.0,1,"calle del Príncipe de Vergara, El Viso, Madrid"
15597,Chamartín,216.0,6,3.0,2,978000,1.0,1.0,0.0,0,"Bernabéu-Hispanoamérica, Chamartín, Madrid"
15598,Prosperidad,162.0,4,2.0,5,630000,1.0,1.0,1.0,0,"López de Hoyos, Prosperidad, Madrid"
15599,El Viso,560.0,5,5.0,5,3480000,1.0,1.0,0.0,1,"paseo de la Castellana, El Viso, Madrid"
